Area_sqft,Bedrooms,Bathrooms,Year_Built,Property_Type,Parking_Spaces,Furnishing_Status,Floor_Number,Distance_to_City_Center_km,Balcony_Count,Lift_Availability,Direction_Facing,Banjara Hills,Gachibowli,HITEC City,Jubilee Hills,Kokapet,Kompally,Kondapur,Kukatpally,LB Nagar,Madhapur,Manikonda,Medchal,Mehdipatnam,Miyapur,Moinabad,Nallagandla,Narsingi,Secunderabad,Uppal,Price_INR
4822,4,2,2018,1,1,0.5,7,21.01,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33977214
2192,3,3,2017,1,1,0.5,18,1.67,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26924940
2159,4,2,2022,0,1,0.5,3,6.1,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17078994
3612,2,1,2014,0,1,0.5,3,11.77,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31282142
1389,2,3,2017,1,1,0,11,12.87,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13202138
2662,1,1,2014,0,1,0,2,27.95,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14633558
2882,5,3,2016,0,0,0,3,28.97,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75597559
1351,4,3,2017,0.5,1,0.5,0,18.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11406244
1122,4,3,2014,1,1,0.5,6,15.47,3,1,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6482163
3789,3,2,2018,1,1,0,21,7.49,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38570766
2479,3,2,2019,0,1,0.5,2,2.12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24495410
3117,1,1,2014,0.5,2,0,0,23.62,1,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27776837
2732,2,1,2023,0.5,2,0.5,0,14.25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35654121
3776,1,1,2023,1,2,1,18,19.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32317151
4924,5,4,2017,1,1,0,19,36.08,3,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43127415
1900,2,2,2017,0,2,0.5,1,26.87,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14757775
685,1,1,2014,0.5,1,1,0,31.26,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13833428
3895,4,4,2015,1,1,0.5,17,7.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26210468
2465,5,4,2023,0,2,0.5,2,0.56,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15023580
1168,3,2,2018,1,2,0.5,12,5.84,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9397416
3457,1,1,2015,1,1,0.5,4,30.84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34381523
4689,5,3,2016,1,2,1,24,18.03,2,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40940744
2561,5,3,2022,1,2,1,21,8.95,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26906729
3693,3,3,2018,0,0,0,1,38.49,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22996186
1346,3,3,2014,0.5,1,0,0,19.72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19921037
3735,3,2,2018,1,1,0,7,15.07,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22888186
4550,4,3,2016,0,1,0.5,3,39.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66337650
1881,3,2,2014,1,2,0.5,15,5.78,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10351818
2301,4,3,2016,1,1,0,4,24.18,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23804358
3851,5,4,2019,0,0,0.5,3,30.09,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29488426
4464,3,2,2023,1,1,1,24,37.66,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26189196
454,1,1,2018,0.5,1,0.5,0,33.44,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7169609
2223,2,1,2014,1,1,0.5,23,11.93,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19796556
3862,2,1,2015,1,1,0,13,10.79,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38206698
3479,3,4,2018,1,2,0,12,4.36,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34441642
1232,4,3,2022,1,2,0,22,7.11,1,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23350381
4808,2,1,2018,1,2,1,19,29.34,2,1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65192650
3206,3,4,2018,0,2,0.5,0,11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42734534
2890,5,4,2014,1,1,0,7,17.95,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35879230
727,3,2,2018,1,2,0.5,23,27.77,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4915090
3710,5,4,2021,1,2,0.5,17,26.77,1,1,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42661538
3700,2,2,2022,0,2,0,3,31.83,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56554616
4075,3,4,2023,1,1,0.5,5,2.8,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29766651
3454,2,3,2016,1,1,0.5,5,23.1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26569806
2543,3,4,2017,0.5,1,1,0,35.74,2,0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46459772
1711,1,1,2020,0,0,0,3,15.24,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9943006
3591,2,2,2020,0.5,1,0,0,8.06,1,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51600605
2938,2,3,2014,1,1,0,24,3.22,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33387873
4383,4,2,2019,1,1,0.5,20,37.62,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34942830
4947,2,2,2022,0.5,2,0.5,0,0.65,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63796268
564,1,2,2018,0,0,1,1,31.78,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15154907
4677,3,2,2021,0,2,0.5,1,10.95,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44557310
1222,1,1,2023,1,1,0.5,15,10.08,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8224751
1343,4,4,2022,0.5,1,1,0,6.72,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22912179
4825,5,3,2023,1,1,1,19,8.15,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65961082
1174,3,3,2023,0,2,0,2,20.81,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14446874
2598,5,3,2016,0,2,0,0,35.08,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15467402
3556,1,1,2014,0,2,0.5,0,15.02,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63906111
4642,4,3,2015,0,2,1,2,29.95,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36401058
4095,2,2,2018,1,2,0,23,10.24,2,1,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45607676
3852,5,4,2023,0,2,0,0,36.21,2,0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33714977
1314,2,3,2020,1,2,0.5,15,36.6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9454497
1708,2,2,2019,1,2,0.5,3,4.78,0,1,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12928715
4577,5,3,2017,0.5,2,1,0,33.63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37514569
913,4,3,2022,0.5,1,0,0,28.22,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8467916
2320,2,3,2017,1,1,0,16,16.06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16732888
3994,3,4,2016,0,2,0,2,33.47,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53576487
1809,2,1,2018,1,1,0,9,36.19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14975458
4966,5,3,2017,0,2,1,1,20.11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37922281
3590,1,1,2015,0.5,1,1,0,20.6,1,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29889567
4891,2,1,2016,0,1,1,1,28.32,2,1,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79464510
1955,4,3,2020,0.5,1,1,0,10.15,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28197137
1204,3,4,2015,1,1,0,23,3.53,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8968192
1679,3,2,2014,1,1,0,4,21.38,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8445849
3977,1,1,2015,0,2,1,1,13.16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27747935
3301,1,1,2021,1,2,0.5,23,5.35,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39808078
1787,2,1,2021,1,1,0.5,13,6.03,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9284951
3161,5,4,2023,1,2,1,9,8.91,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36005753
3079,4,3,2015,1,2,0,14,13.84,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61375659
2506,3,4,2019,0,2,0.5,3,17.76,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19445433
4623,4,3,2020,0,1,0.5,1,38.28,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58089573
3168,4,2,2014,1,1,1,20,19.67,1,1,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40697387
4353,5,4,2020,1,2,0.5,17,36.58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45508047
3586,3,2,2021,1,1,0,23,22.08,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30382834
3680,3,3,2022,1,1,0.5,12,6.74,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40799336
2973,5,4,2021,1,1,1,12,33.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18361640
2999,3,4,2016,0,2,0.5,2,1.15,3,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16011604
4433,5,3,2021,1,1,0.5,3,22.77,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26281529
636,3,4,2016,1,1,1,4,14,2,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4519262
1704,2,1,2019,0,1,1,0,17.81,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26224744
3830,5,4,2017,0.5,1,1,0,32,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77513041
1701,4,4,2020,0.5,1,0,0,0.72,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23832108
2941,2,3,2021,1,1,1,23,7.7,0,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26010340
2451,4,2,2023,0,1,1,2,32.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23918159
841,3,3,2019,0,2,0,2,22.05,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7286726
2476,4,2,2023,0,2,0,1,10.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18398820
3580,2,1,2017,1,2,0.5,9,20.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37374783
3057,5,3,2021,1,2,0,11,16.42,3,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21091733
4198,3,3,2020,1,2,0.5,14,30.86,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98378683
1204,4,4,2023,0,2,1,2,30.38,3,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8274540
474,1,1,2021,0,0,0.5,1,18.79,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5570179
2575,4,3,2023,1,2,0.5,6,11.4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19017283
4324,4,3,2020,1,2,1,24,0.98,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38296155
2489,5,4,2016,1,2,1,22,19.17,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19911889
440,1,2,2016,1,2,0,15,23.91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3732042
2481,2,3,2022,0,2,0.5,2,24.42,1,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33507352
2022,2,2,2020,1,2,0.5,3,34.79,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16363577
741,2,2,2014,1,1,0,13,18.96,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5310359
4452,3,3,2016,1,1,1,4,28.96,0,1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67951212
2474,1,1,2014,1,1,1,15,5.52,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22145048
1045,2,1,2019,0.5,1,0,0,30.68,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9937251
4663,4,2,2015,0.5,1,1,0,18.08,1,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35725481
1009,3,3,2020,1,2,0.5,13,27.93,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6684413
854,3,2,2021,0,1,0,0,33.49,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8958919
3353,5,3,2019,1,1,1,23,10.53,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28146697
2108,2,2,2018,1,1,1,13,26.83,2,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34973521
3872,5,3,2023,0,0,0.5,2,5.37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26292185
3369,2,2,2017,1,1,0,18,4.91,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14709369
3428,3,3,2022,1,2,0.5,16,11.7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28541021
3081,3,3,2021,0,1,1,0,5.67,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26417506
4029,4,4,2018,0.5,1,0.5,0,18.39,3,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37443246
4625,4,4,2014,0,1,0.5,3,34.77,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41823052
3467,3,2,2021,1,1,0,10,3.44,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46303575
1786,3,4,2021,1,1,1,9,14.85,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14061948
4176,3,2,2020,1,1,0,3,8.71,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27191538
3266,1,1,2020,0.5,2,0.5,0,18.62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38653887
3763,5,3,2021,1,1,1,16,25.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52504443
4524,4,4,2014,0,2,0.5,3,34.19,2,0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44214501
548,1,1,2016,0,1,0.5,1,1.43,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4154370
4250,3,3,2017,1,1,0.5,15,22.94,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47572923
2458,3,3,2019,1,2,0,18,27.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29226026
1536,5,3,2023,1,1,0,19,5.83,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9233109
586,1,1,2023,1,1,1,13,37.54,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8399636
3254,1,1,2022,1,2,1,22,3.7,1,1,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26987299
1650,2,2,2017,1,2,0,15,13.15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11142893
1733,5,3,2019,0,2,0,1,9.92,3,1,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9303513
4593,2,2,2022,1,2,1,7,3.18,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25989780
4550,4,3,2022,0.5,1,0,0,28.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53308226
3111,1,1,2019,0.5,2,0,0,20.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19628237
4901,2,2,2018,0,2,1,1,17.37,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73399570
2185,5,4,2016,1,2,0,18,8.38,2,1,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44389838
1150,2,2,2018,1,2,0.5,3,17.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9166019
2162,5,4,2016,1,1,0.5,5,36.1,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17080540
4320,5,4,2018,1,2,0.5,12,14.53,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90904224
4860,3,3,2023,0,2,1,0,20.6,3,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133359960
881,4,3,2023,1,1,0.5,4,37.18,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5269369
553,1,1,2014,1,2,0,23,27.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7155433
1924,1,1,2019,1,2,1,6,2.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14734203
2520,3,4,2020,1,1,0.5,13,13.63,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29433916
2743,4,3,2015,1,2,0.5,18,39.07,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25785988
1640,5,3,2016,1,1,0,10,34.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10824385
460,1,1,2023,0,1,0,0,35.37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4441101
1338,2,2,2022,1,1,1,17,37.39,0,1,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20512384
2039,2,1,2021,1,2,0.5,20,25.53,1,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23799526
4520,5,3,2017,1,1,1,23,31.32,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32547867
4626,5,3,2021,1,1,1,5,26.31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31224639
3969,2,2,2021,0,2,0.5,0,21.37,2,0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56494620
1652,4,3,2019,1,1,1,6,21.03,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10353079
4603,4,3,2014,0.5,1,0,0,1.01,0,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73288223
571,2,1,2015,1,1,0,18,9.66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3948060
1858,4,3,2017,1,1,0.5,4,1.65,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8852804
3949,4,4,2017,0,0,0.5,3,18.27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31309304
4597,4,2,2015,0.5,1,0,0,28.99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34505377
2722,3,2,2022,1,1,1,16,37.56,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24866232
2036,3,2,2015,0.5,2,1,0,1.04,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28660772
3515,4,2,2019,1,2,0.5,18,19.88,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20488844
4490,5,3,2018,1,1,0.5,11,28.14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20013524
3404,3,3,2017,1,1,0,6,26.85,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30868324
729,2,2,2019,0,2,1,2,30.24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10673105
4040,3,4,2017,1,1,0.5,16,33.89,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22086083
4294,5,4,2022,0.5,1,0,0,36.61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41872570
4507,4,2,2023,1,2,0,15,7.63,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29599887
1741,3,2,2020,0,1,0.5,0,38.23,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9290836
4063,4,2,2016,0,1,0.5,1,32.33,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30299410
615,2,1,2023,0,1,1,0,36.05,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8048699
738,2,2,2017,1,1,0,12,14.06,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8180530
4462,3,2,2014,1,1,1,19,39.94,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31758650
3108,5,4,2019,0.5,2,0,0,0.98,3,0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83792295
3552,2,2,2015,1,1,0,15,34.89,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22788938
2150,5,4,2017,1,2,0.5,16,27.32,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20617460
2821,1,1,2018,1,1,0,24,5.94,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17680964
1109,4,3,2021,0,0,1,2,33.33,0,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17862544
4126,5,4,2016,1,1,0,23,31.83,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85662997
4042,2,2,2019,0.5,2,0.5,0,21.81,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27354933
4393,4,4,2014,0.5,2,1,0,25.53,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35365067
888,2,3,2022,1,2,0,17,5.53,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11817581
446,1,1,2014,1,1,0,6,18.59,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3029616
3759,2,2,2015,1,1,0.5,16,2.06,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36783402
800,4,3,2014,1,1,0,10,23.3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16376467
4390,3,3,2021,1,1,0,24,18.34,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44777386
3557,4,2,2017,0.5,2,0,0,3.88,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24646553
4745,4,2,2015,1,1,0.5,18,16.77,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47119561
